	labels	x	y
spot_2952	clone_0	98	24
spot_2953	clone_0	98	26
spot_2954	clone_0	98	28
spot_2955	clone_0	98	30
spot_2956	clone_0	98	32
spot_2957	clone_0	98	34
spot_2958	clone_0	98	36
spot_2959	clone_0	98	38
spot_2960	clone_0	98	40
spot_2961	clone_0	98	42
spot_2962	clone_0	98	44
spot_2963	clone_0	98	46
spot_2964	clone_0	98	48
spot_2965	clone_0	98	50
spot_2966	clone_0	98	52
spot_2967	clone_0	98	54
spot_2968	clone_0	98	56
spot_2969	clone_0	98	58
spot_2970	clone_0	99	1
spot_2971	clone_0	99	3
spot_2972	clone_0	99	5
spot_2973	clone_0	99	7
spot_2974	clone_0	99	9
spot_2975	clone_0	99	11
spot_2976	clone_0	99	13
spot_2977	clone_0	99	15
spot_2978	clone_0	99	17
spot_2979	clone_0	99	19
spot_2980	clone_0	99	21
spot_2981	clone_0	99	23
spot_2982	clone_0	99	25
spot_2983	clone_0	99	27
spot_2984	clone_0	99	29
spot_2985	clone_0	99	31
spot_2986	clone_0	99	33
spot_2987	clone_0	99	35
spot_2988	clone_0	99	37
spot_2989	clone_0	99	39
spot_2990	clone_0	99	41
spot_2991	clone_0	99	43
spot_2992	clone_0	99	45
spot_2993	clone_0	99	47
spot_2994	clone_0	99	49
spot_2995	clone_0	99	51
spot_2996	clone_0	99	53
spot_2997	clone_0	99	55
spot_2998	clone_0	99	57
spot_2999	clone_0	99	59
